transaction_id,user_id,created_at,type,status,method,channel,provider,amount,currency,processing_time_min,reject_reason
1166,4481,2025-11-25 12:29:33,deposit,approved,pix,app,ProviderB,164.95,BRL,20,
1167,7551,2025-10-08 04:35:42,withdraw,approved,pix,chat,ProviderC,1193.83,BRL,995,
1168,4632,2026-01-01 07:10:33,deposit,approved,pix,crm,ProviderA,136.37,BRL,6,
1169,2265,2025-12-25 22:58:22,deposit,approved,pix,app,ProviderA,1186.8,BRL,6,
1170,7974,2025-12-13 03:07:58,deposit,approved,pix,chat,ProviderC,157.77,BRL,10,
1171,8617,2025-12-10 11:27:18,deposit,approved,pix,crm,ProviderC,247.98,BRL,11,
1172,3109,2025-12-07 03:00:08,withdraw,approved,pix,email,ProviderB,2844.31,BRL,347,
1173,5237,2025-12-06 14:05:32,deposit,approved,pix,app,ProviderB,530.07,BRL,5,
1174,3930,2025-11-23 15:31:40,withdraw,pending,crypto,crm,ProviderB,3080.05,BRL,487,
1175,4237,2025-11-24 01:05:30,deposit,approved,pix,email,ProviderB,1559.78,BRL,18,
1176,7014,2025-11-13 06:54:03,deposit,approved,card,app,ProviderB,103.39,BRL,18,
1177,3928,2025-11-16 02:09:07,deposit,approved,pix,email,ProviderB,1066.02,BRL,12,
1178,9704,2025-09-26 11:59:49,deposit,approved,pix,crm,ProviderA,770.26,BRL,8,
1179,6658,2025-10-17 16:06:36,deposit,pending,pix,email,ProviderA,828.11,BRL,21,
1180,7257,2025-11-22 00:01:53,deposit,approved,pix,crm,ProviderB,468.17,BRL,23,
1181,8101,2025-09-23 22:20:00,deposit,denied,card,crm,ProviderB,252.69,BRL,25,Limite excedido
1182,7131,2026-01-02 06:40:31,deposit,approved,pix,crm,ProviderB,1261.55,BRL,7,
1183,3969,2025-10-25 15:30:23,withdraw,approved,pix,app,ProviderB,864.06,BRL,252,
1184,6212,2025-12-09 00:54:45,deposit,approved,pix,app,ProviderC,867.55,BRL,8,
1185,7893,2026-01-16 07:17:07,deposit,approved,pix,app,ProviderB,367.71,BRL,10,
1186,3486,2025-09-22 00:35:11,withdraw,approved,pix,app,ProviderA,1057.6,BRL,733,
1187,8971,2025-11-08 05:37:57,withdraw,approved,pix,crm,ProviderA,1241.88,BRL,313,
1188,3731,2025-11-19 19:36:03,deposit,approved,pix,chat,ProviderB,567.5,BRL,17,
1189,7148,2025-11-13 17:01:52,withdraw,pending,pix,chat,ProviderC,1760.8,BRL,143,
1190,3926,2025-10-31 23:23:44,deposit,approved,pix,email,ProviderC,282.25,BRL,24,
1191,6233,2025-11-26 22:34:21,deposit,approved,pix,email,ProviderC,1035.37,BRL,19,
1192,8600,2025-12-31 23:41:16,deposit,approved,card,app,ProviderA,492.02,BRL,33,
1193,3822,2025-09-20 05:34:19,deposit,approved,pix,app,ProviderC,677.73,BRL,5,
1194,3270,2025-12-08 06:07:35,withdraw,approved,pix,chat,ProviderA,619.68,BRL,459,
1195,2490,2025-11-21 16:43:23,withdraw,pending,pix,app,ProviderC,1961.93,BRL,57,
1196,4920,2025-10-27 01:36:40,deposit,approved,pix,email,ProviderA,1251.65,BRL,34,
1197,8523,2025-10-02 04:04:06,deposit,approved,pix,app,ProviderA,1371.59,BRL,18,
1198,3609,2025-12-25 17:11:22,withdraw,approved,bank_transfer,email,ProviderA,2087.41,BRL,706,
1199,2152,2025-12-07 11:43:54,withdraw,denied,crypto,app,ProviderC,3226.69,BRL,1153,Falha no provedor
1200,8184,2026-01-15 10:44:10,withdraw,approved,pix,crm,ProviderB,2110.69,BRL,711,
1201,8021,2025-09-27 07:59:47,withdraw,denied,card,app,ProviderB,1119.36,BRL,122,Conta bancaria invalida
1202,8906,2025-11-29 17:52:02,withdraw,approved,pix,chat,ProviderC,1273.34,BRL,117,
1203,5838,2025-12-24 00:56:00,deposit,approved,card,email,ProviderB,1037.74,BRL,10,
1204,1425,2026-01-13 00:15:17,deposit,approved,pix,email,ProviderB,98.46,BRL,11,
1205,5831,2025-10-20 07:45:42,deposit,approved,pix,app,ProviderA,728.17,BRL,26,
1206,5963,2025-12-03 04:38:41,deposit,approved,pix,chat,ProviderB,333.1,BRL,2,
1207,9574,2025-10-22 16:11:15,deposit,approved,pix,email,ProviderB,1678.68,BRL,29,
1208,2060,2025-12-22 04:32:46,withdraw,approved,bank_transfer,crm,ProviderA,583.42,BRL,283,
1209,1199,2025-10-12 19:21:19,deposit,approved,pix,app,ProviderC,855.7,BRL,28,
1210,6398,2025-11-29 04:19:58,withdraw,approved,pix,crm,ProviderC,2181.79,BRL,252,
1211,5195,2025-09-30 10:52:49,withdraw,denied,pix,chat,ProviderA,1382.0,BRL,181,Falha no provedor
1212,5546,2025-12-17 03:26:26,withdraw,approved,crypto,email,ProviderA,588.89,BRL,187,
1213,8606,2025-10-01 09:40:15,deposit,approved,pix,app,ProviderA,278.36,BRL,30,
1214,8799,2025-10-03 18:28:39,withdraw,approved,pix,crm,ProviderA,640.12,BRL,498,
1215,8252,2025-09-21 10:46:10,deposit,approved,card,crm,ProviderC,749.04,BRL,7,
1216,3892,2025-11-07 11:14:54,withdraw,approved,pix,app,ProviderB,2590.46,BRL,439,
1217,8209,2025-12-31 22:12:15,deposit,approved,pix,email,ProviderA,323.83,BRL,24,
1218,8078,2025-12-27 12:41:03,deposit,approved,pix,crm,ProviderB,592.54,BRL,5,
1219,4797,2026-01-02 04:01:50,withdraw,approved,pix,crm,ProviderB,2951.24,BRL,457,
1220,6304,2025-11-16 20:24:23,deposit,approved,pix,chat,ProviderA,1479.38,BRL,24,
1221,7830,2025-10-20 02:18:36,deposit,approved,pix,app,ProviderB,411.68,BRL,9,
1222,6166,2025-11-17 12:58:54,withdraw,approved,pix,email,ProviderB,1142.03,BRL,384,
1223,8485,2025-12-07 01:10:24,deposit,approved,pix,chat,ProviderC,120.03,BRL,2,
1224,8004,2025-11-08 06:44:09,deposit,approved,pix,email,ProviderC,375.71,BRL,10,
1225,2219,2026-01-17 12:02:15,withdraw,approved,bank_transfer,crm,ProviderB,1571.02,BRL,296,
1226,5093,2025-09-28 12:23:39,withdraw,approved,pix,app,ProviderB,2725.13,BRL,567,
1227,2819,2025-11-25 03:04:44,deposit,approved,pix,email,ProviderA,354.26,BRL,30,
1228,4276,2025-12-08 22:21:40,withdraw,approved,bank_transfer,email,ProviderB,2961.39,BRL,396,
1229,6143,2025-11-15 04:07:53,deposit,denied,pix,crm,ProviderB,922.33,BRL,11,Conta bancaria invalida
1230,5243,2025-12-19 12:34:41,deposit,approved,pix,chat,ProviderA,300.18,BRL,23,
1231,9657,2025-12-08 08:23:15,deposit,approved,card,crm,ProviderB,536.28,BRL,40,
1232,9827,2025-09-25 19:32:28,deposit,approved,card,email,ProviderC,1612.13,BRL,17,
1233,9712,2026-01-07 08:32:22,withdraw,approved,pix,crm,ProviderA,365.85,BRL,469,
1234,5536,2025-10-26 15:37:08,deposit,approved,card,app,ProviderC,1036.59,BRL,31,
1235,9646,2025-10-03 18:20:37,withdraw,denied,pix,app,ProviderA,600.28,BRL,729,Suspeita de fraude
1236,4690,2025-09-20 19:37:49,deposit,approved,pix,crm,ProviderA,813.47,BRL,6,
1237,3500,2025-10-28 11:37:53,deposit,approved,pix,email,ProviderB,1072.24,BRL,6,
1238,9848,2026-01-01 03:56:44,deposit,approved,card,chat,ProviderB,779.63,BRL,4,
1239,4817,2025-10-28 18:00:56,withdraw,pending,pix,email,ProviderB,939.31,BRL,208,
1240,8273,2025-12-13 22:53:39,deposit,approved,bank_transfer,crm,ProviderA,188.75,BRL,28,
1241,3042,2025-12-13 17:47:43,deposit,approved,pix,app,ProviderC,500.74,BRL,6,
1242,6191,2025-10-30 07:00:09,deposit,approved,pix,email,ProviderA,185.91,BRL,7,
1243,7226,2025-12-27 08:53:49,deposit,approved,pix,crm,ProviderA,177.31,BRL,12,
1244,4757,2025-11-18 18:38:18,deposit,pending,pix,email,ProviderC,1217.98,BRL,4,
1245,1743,2025-09-22 15:53:07,withdraw,approved,pix,email,ProviderC,3926.79,BRL,233,
1246,2002,2025-10-19 19:54:18,deposit,approved,pix,crm,ProviderC,206.51,BRL,7,
1247,9496,2025-12-09 03:28:58,deposit,denied,pix,chat,ProviderC,1186.82,BRL,23,Conta bancaria invalida
1248,6014,2025-10-10 19:49:14,deposit,approved,pix,chat,ProviderB,1106.39,BRL,11,
1249,3364,2025-09-24 14:23:44,deposit,approved,card,crm,ProviderB,418.64,BRL,3,
1250,2086,2025-09-22 11:38:13,deposit,approved,pix,app,ProviderB,438.98,BRL,14,
1251,8692,2026-01-14 17:27:57,deposit,approved,pix,app,ProviderB,1155.62,BRL,8,
1252,3061,2025-10-08 07:16:02,withdraw,approved,bank_transfer,chat,ProviderA,1485.33,BRL,141,
1253,5092,2025-10-07 23:46:06,withdraw,approved,pix,crm,ProviderC,2413.88,BRL,183,
1254,3157,2025-12-18 07:47:24,deposit,approved,pix,email,ProviderA,886.11,BRL,11,
1255,1234,2025-12-03 08:23:19,withdraw,approved,bank_transfer,chat,ProviderA,2049.09,BRL,69,
1256,4076,2025-09-21 20:36:11,deposit,approved,pix,email,ProviderC,734.73,BRL,27,
1257,2930,2025-10-31 07:13:41,deposit,approved,pix,app,ProviderC,569.72,BRL,20,
1258,9993,2025-10-25 18:19:48,deposit,approved,card,app,ProviderB,330.83,BRL,5,
1259,2549,2025-11-29 13:00:35,deposit,approved,pix,chat,ProviderA,535.24,BRL,14,
1260,8146,2025-11-16 00:08:36,deposit,approved,pix,app,ProviderC,192.05,BRL,34,
1261,1273,2025-12-27 19:00:25,deposit,approved,card,chat,ProviderC,264.45,BRL,23,
1262,9838,2025-12-31 14:36:53,deposit,approved,card,email,ProviderC,667.0,BRL,35,
1263,3491,2025-10-09 00:41:46,deposit,approved,pix,chat,ProviderB,906.52,BRL,36,
1264,8807,2025-12-06 10:13:18,deposit,approved,bank_transfer,app,ProviderB,377.67,BRL,6,
1265,1970,2026-01-05 12:02:09,deposit,approved,pix,crm,ProviderB,885.72,BRL,6,
1266,7406,2025-11-05 15:58:43,withdraw,approved,pix,app,ProviderB,1205.23,BRL,233,
1267,4372,2025-11-12 05:17:14,deposit,approved,pix,chat,ProviderB,206.74,BRL,20,
1268,4804,2025-12-29 16:17:06,withdraw,approved,pix,app,ProviderA,963.36,BRL,274,
1269,7250,2025-11-24 20:57:06,deposit,approved,bank_transfer,crm,ProviderC,1316.8,BRL,8,
1270,5769,2025-10-22 07:04:50,deposit,approved,pix,app,ProviderC,1319.56,BRL,5,
1271,1928,2025-12-24 14:42:14,deposit,approved,bank_transfer,app,ProviderB,1218.4,BRL,29,
1272,6843,2025-12-27 04:38:53,withdraw,approved,pix,email,ProviderB,1015.46,BRL,120,
1273,8993,2025-11-01 13:45:44,deposit,approved,pix,crm,ProviderB,763.14,BRL,28,
1274,2555,2025-10-10 12:23:32,deposit,approved,card,crm,ProviderB,762.01,BRL,24,
1275,9564,2025-09-27 07:48:10,withdraw,approved,bank_transfer,app,ProviderC,1070.69,BRL,360,
1276,2618,2025-09-24 13:30:45,withdraw,approved,pix,email,ProviderA,693.66,BRL,372,
1277,5074,2025-11-07 19:28:50,withdraw,approved,card,email,ProviderB,1104.8,BRL,792,
1278,7575,2025-11-09 16:29:49,withdraw,approved,pix,email,ProviderA,2660.45,BRL,788,
1279,6186,2025-11-23 09:28:06,withdraw,denied,pix,chat,ProviderA,1084.25,BRL,120,Falha no provedor
1280,5336,2025-12-25 03:06:17,deposit,approved,card,chat,ProviderB,838.62,BRL,14,
1281,4109,2025-10-20 12:01:32,withdraw,approved,pix,crm,ProviderC,4018.9,BRL,1019,
1282,4254,2026-01-02 02:27:57,withdraw,approved,pix,crm,ProviderC,590.17,BRL,692,
1283,3179,2025-10-17 21:20:06,withdraw,pending,pix,app,ProviderC,2407.58,BRL,122,
1284,5028,2025-10-05 13:09:09,deposit,approved,pix,crm,ProviderB,409.51,BRL,20,
1285,3381,2025-11-01 02:31:01,deposit,approved,pix,chat,ProviderA,319.74,BRL,8,
1286,7755,2025-12-09 01:50:57,withdraw,approved,crypto,chat,ProviderB,1760.37,BRL,474,
1287,6972,2025-11-29 06:14:13,withdraw,pending,pix,email,ProviderB,2843.62,BRL,1090,
1288,9819,2025-10-15 16:48:02,deposit,approved,card,chat,ProviderC,406.95,BRL,5,
1289,4669,2025-10-09 22:27:28,deposit,approved,pix,email,ProviderA,1150.82,BRL,17,
1290,1362,2025-12-25 02:49:34,deposit,approved,pix,chat,ProviderA,763.1,BRL,17,
1291,5128,2025-10-18 07:11:24,deposit,denied,pix,email,ProviderC,128.48,BRL,23,Falha no provedor
1292,6076,2025-10-15 11:30:23,deposit,approved,pix,app,ProviderB,1772.84,BRL,21,
1293,1111,2025-12-27 05:15:37,deposit,pending,pix,email,ProviderB,1551.64,BRL,4,
1294,4188,2025-10-03 08:57:55,withdraw,approved,pix,chat,ProviderA,1977.69,BRL,561,
1295,7611,2025-12-24 16:46:11,deposit,approved,pix,crm,ProviderB,992.47,BRL,35,
1296,6098,2025-12-20 16:55:06,deposit,approved,pix,crm,ProviderB,204.73,BRL,22,
1297,6565,2025-11-09 04:03:46,deposit,approved,pix,crm,ProviderB,503.54,BRL,5,
1298,2564,2025-10-01 09:50:15,withdraw,approved,pix,email,ProviderC,4347.66,BRL,1174,
1299,2136,2025-12-03 07:06:00,deposit,denied,card,email,ProviderB,388.97,BRL,7,Limite excedido
1300,7130,2025-11-25 14:59:27,deposit,approved,pix,chat,ProviderC,161.95,BRL,31,
1301,6106,2025-12-15 00:21:55,deposit,denied,pix,crm,ProviderA,91.5,BRL,5,Falha no provedor
1302,8449,2025-12-25 05:14:27,withdraw,pending,pix,email,ProviderB,631.27,BRL,504,
1303,4923,2026-01-05 05:59:54,withdraw,pending,pix,chat,ProviderB,298.25,BRL,446,
1304,9517,2025-12-21 20:57:15,deposit,approved,bank_transfer,crm,ProviderC,1158.91,BRL,20,
1305,5799,2025-10-28 14:25:49,withdraw,pending,pix,chat,ProviderB,880.41,BRL,385,
1306,7370,2025-09-24 05:05:38,deposit,approved,pix,app,ProviderB,620.37,BRL,41,
1307,6138,2025-09-27 16:02:26,deposit,approved,pix,chat,ProviderA,257.14,BRL,16,
1308,9329,2025-11-26 21:21:55,deposit,approved,pix,app,ProviderB,1633.96,BRL,6,
1309,6247,2025-10-08 17:45:52,withdraw,approved,pix,chat,ProviderA,1416.83,BRL,197,
1310,1077,2025-12-02 15:53:06,deposit,approved,pix,email,ProviderB,276.51,BRL,20,
1311,3554,2025-11-02 22:18:31,withdraw,approved,bank_transfer,crm,ProviderC,1145.07,BRL,231,
1312,4356,2025-12-10 16:35:56,withdraw,pending,card,email,ProviderB,2250.41,BRL,620,
1313,8998,2025-12-09 08:11:40,withdraw,approved,pix,chat,ProviderC,2957.01,BRL,40,
1314,2874,2025-12-15 19:06:28,deposit,approved,pix,crm,ProviderB,194.73,BRL,31,
1315,5666,2025-11-22 03:42:48,deposit,approved,card,app,ProviderC,235.05,BRL,9,
1316,2417,2025-10-12 18:27:59,deposit,approved,card,chat,ProviderA,495.41,BRL,15,
1317,4022,2025-10-10 19:35:54,deposit,approved,pix,app,ProviderA,176.7,BRL,21,
1318,9251,2025-11-30 14:32:49,deposit,approved,pix,crm,ProviderA,550.12,BRL,7,
1319,3875,2025-09-22 08:14:51,deposit,approved,pix,email,ProviderC,1561.44,BRL,7,
1320,4014,2025-10-19 07:30:18,deposit,approved,pix,chat,ProviderC,1553.96,BRL,10,
1321,3639,2025-12-14 03:02:23,deposit,approved,pix,email,ProviderA,134.09,BRL,37,
1322,6270,2025-12-08 04:24:14,withdraw,approved,pix,chat,ProviderA,1623.52,BRL,151,
1323,4678,2025-09-20 05:57:42,deposit,approved,card,crm,ProviderC,720.94,BRL,3,
1324,7336,2025-12-21 02:20:07,deposit,approved,pix,email,ProviderC,1515.33,BRL,23,
1325,3509,2025-11-25 14:31:01,deposit,approved,pix,app,ProviderA,1727.36,BRL,30,
1326,3626,2025-10-23 10:33:48,deposit,approved,pix,email,ProviderB,1628.15,BRL,2,
1327,7590,2025-12-08 06:29:18,deposit,approved,pix,chat,ProviderA,959.62,BRL,19,
1328,8594,2025-12-09 16:45:41,deposit,approved,pix,app,ProviderB,579.41,BRL,10,
1329,6954,2025-10-29 13:39:09,withdraw,pending,card,chat,ProviderB,776.77,BRL,504,
1330,5920,2025-10-31 01:03:53,withdraw,pending,pix,app,ProviderC,1210.2,BRL,1147,
1331,9478,2025-10-31 18:08:32,deposit,approved,card,app,ProviderA,425.88,BRL,35,
1332,7584,2025-10-23 01:11:06,deposit,approved,card,chat,ProviderA,351.17,BRL,26,
1333,6180,2025-11-06 07:03:24,deposit,approved,pix,app,ProviderC,1297.34,BRL,24,
1334,6431,2025-10-02 06:36:50,withdraw,denied,pix,crm,ProviderA,349.56,BRL,286,Dados divergentes
1335,8317,2025-11-18 07:21:39,withdraw,approved,pix,email,ProviderB,3058.67,BRL,682,
1336,7802,2026-01-06 16:36:16,deposit,approved,card,chat,ProviderB,227.06,BRL,32,
1337,2857,2025-12-19 18:21:46,deposit,approved,pix,chat,ProviderB,940.34,BRL,6,
1338,3792,2025-10-15 21:57:17,withdraw,approved,pix,app,ProviderB,3316.81,BRL,544,
1339,6633,2025-10-24 21:25:30,deposit,approved,pix,app,ProviderB,562.07,BRL,40,
1340,4229,2025-11-16 20:36:26,deposit,denied,bank_transfer,crm,ProviderA,901.36,BRL,10,Falha no provedor
1341,3769,2025-12-24 15:43:13,deposit,approved,card,app,ProviderC,69.1,BRL,8,
1342,4912,2025-09-24 03:16:38,withdraw,approved,bank_transfer,crm,ProviderB,1525.33,BRL,245,
1343,3140,2025-12-17 12:51:41,deposit,approved,pix,crm,ProviderA,871.19,BRL,33,
1344,5428,2025-10-28 08:25:11,deposit,approved,pix,crm,ProviderC,1402.38,BRL,10,
1345,4160,2025-11-25 00:27:14,deposit,approved,pix,email,ProviderB,198.31,BRL,9,
1346,3105,2025-11-20 10:52:02,withdraw,denied,bank_transfer,crm,ProviderA,3189.83,BRL,124,KYC pendente
1347,1158,2026-01-08 15:18:25,deposit,approved,card,crm,ProviderB,1138.15,BRL,23,
1348,2998,2025-12-18 01:19:48,deposit,approved,pix,crm,ProviderC,825.06,BRL,6,
1349,4444,2025-10-07 08:50:24,deposit,approved,card,chat,ProviderB,39.0,BRL,4,
1350,8687,2025-10-27 21:30:08,deposit,approved,pix,chat,ProviderA,955.23,BRL,21,
1351,3357,2025-09-20 19:26:29,deposit,approved,bank_transfer,email,ProviderA,144.32,BRL,17,
1352,3661,2025-10-04 07:10:41,withdraw,approved,bank_transfer,chat,ProviderB,617.86,BRL,876,
1353,4944,2025-11-14 00:05:36,deposit,approved,pix,email,ProviderC,289.84,BRL,20,
1354,1989,2025-10-20 21:33:51,deposit,approved,pix,email,ProviderA,129.35,BRL,27,
1355,2079,2025-10-06 17:12:30,deposit,approved,card,email,ProviderB,403.13,BRL,23,
1356,6135,2025-12-21 21:04:21,deposit,approved,pix,app,ProviderA,465.3,BRL,23,
1357,7606,2025-11-27 02:37:43,deposit,approved,card,email,ProviderB,513.96,BRL,31,
1358,6189,2025-12-03 10:52:41,deposit,approved,pix,chat,ProviderA,526.43,BRL,29,
1359,3474,2025-12-12 22:22:56,deposit,approved,pix,chat,ProviderA,1116.54,BRL,7,
1360,7426,2025-10-18 16:36:09,deposit,approved,pix,app,ProviderC,348.41,BRL,27,
1361,3618,2025-12-23 01:26:06,deposit,approved,pix,app,ProviderB,787.17,BRL,20,
1362,4852,2025-11-21 08:37:28,deposit,approved,pix,chat,ProviderA,951.28,BRL,15,
1363,8028,2025-11-18 09:26:19,deposit,approved,pix,email,ProviderC,825.86,BRL,18,
1364,8758,2025-12-01 01:58:40,deposit,approved,card,email,ProviderB,1150.54,BRL,13,
1365,8801,2025-11-21 22:13:26,deposit,approved,bank_transfer,email,ProviderC,920.09,BRL,17,
1366,4883,2025-10-14 06:30:03,withdraw,denied,bank_transfer,chat,ProviderB,4096.28,BRL,233,Limite excedido
1367,2332,2025-10-08 03:27:58,deposit,approved,pix,email,ProviderC,482.09,BRL,14,
1368,3344,2025-12-04 05:34:36,deposit,approved,card,email,ProviderB,1087.49,BRL,25,
1369,3394,2025-09-20 04:14:52,deposit,approved,card,app,ProviderB,413.49,BRL,36,
1370,2972,2026-01-01 17:24:19,deposit,approved,card,chat,ProviderA,270.05,BRL,4,
1371,5885,2025-12-01 14:20:50,deposit,approved,card,crm,ProviderA,530.75,BRL,6,
1372,8318,2025-12-10 09:59:36,withdraw,approved,pix,chat,ProviderC,331.69,BRL,511,
1373,8427,2025-10-10 12:08:46,withdraw,approved,pix,chat,ProviderB,3778.3,BRL,544,
1374,7144,2025-11-21 23:47:47,deposit,approved,pix,email,ProviderC,706.2,BRL,19,
1375,6308,2025-11-22 00:08:02,deposit,approved,card,email,ProviderC,796.86,BRL,17,
1376,3483,2025-10-15 04:33:45,withdraw,approved,bank_transfer,chat,ProviderC,1549.48,BRL,166,
1377,6629,2025-11-28 13:13:02,deposit,approved,pix,app,ProviderC,1678.19,BRL,15,
1378,4395,2025-12-05 11:28:00,deposit,approved,pix,crm,ProviderB,931.07,BRL,5,
1379,8842,2026-01-05 21:01:02,deposit,approved,pix,chat,ProviderA,82.82,BRL,7,
1380,1315,2025-10-16 07:37:19,withdraw,approved,pix,app,ProviderA,1562.9,BRL,266,
1381,9052,2025-09-27 09:02:18,deposit,approved,pix,chat,ProviderC,270.12,BRL,22,
1382,5610,2025-10-21 11:08:57,deposit,approved,pix,crm,ProviderB,498.25,BRL,11,
1383,7432,2026-01-15 13:43:35,withdraw,approved,pix,email,ProviderA,805.63,BRL,263,
1384,1682,2025-12-27 23:12:12,deposit,approved,pix,crm,ProviderA,1072.42,BRL,5,
1385,6913,2025-11-16 13:38:28,withdraw,approved,pix,email,ProviderA,3012.02,BRL,614,
1386,6471,2025-09-24 04:59:35,deposit,approved,pix,chat,ProviderB,393.2,BRL,35,
1387,8867,2025-12-04 11:03:58,deposit,approved,pix,app,ProviderC,779.47,BRL,9,
1388,1183,2025-10-10 09:53:38,deposit,denied,card,crm,ProviderB,1342.4,BRL,33,Dados divergentes
1389,7933,2025-10-20 13:16:59,withdraw,approved,pix,chat,ProviderB,378.86,BRL,337,
1390,3323,2025-11-16 08:19:45,withdraw,approved,bank_transfer,email,ProviderA,2669.73,BRL,1072,
1391,1235,2025-09-25 11:32:31,withdraw,approved,bank_transfer,chat,ProviderB,3317.23,BRL,709,
1392,4530,2026-01-06 22:51:50,deposit,approved,card,chat,ProviderA,604.85,BRL,21,
1393,2032,2025-12-19 00:20:44,deposit,denied,bank_transfer,crm,ProviderB,517.35,BRL,30,Falha no provedor
1394,4847,2025-11-10 11:39:16,deposit,approved,pix,chat,ProviderC,83.1,BRL,26,
1395,1774,2025-12-13 02:52:16,withdraw,approved,card,chat,ProviderB,1769.96,BRL,111,
1396,9859,2026-01-03 07:59:44,withdraw,approved,pix,email,ProviderB,552.75,BRL,723,
1397,3418,2025-12-06 14:26:44,deposit,approved,crypto,email,ProviderB,467.33,BRL,24,
1398,6452,2025-12-12 09:56:22,deposit,denied,pix,chat,ProviderC,151.27,BRL,20,Suspeita de fraude
1399,6597,2025-11-25 06:37:45,withdraw,approved,bank_transfer,chat,ProviderA,1582.8,BRL,869,
1400,2833,2025-10-29 13:10:33,withdraw,pending,pix,app,ProviderC,2963.57,BRL,500,
1401,4715,2025-11-08 01:05:12,deposit,approved,pix,chat,ProviderB,1505.0,BRL,25,
1402,4589,2025-12-01 01:49:33,deposit,approved,pix,app,ProviderC,700.26,BRL,24,
1403,1009,2025-12-16 16:12:00,deposit,approved,pix,chat,ProviderA,222.73,BRL,37,
1404,5962,2025-10-03 14:31:34,deposit,approved,pix,app,ProviderA,931.68,BRL,16,
1405,2098,2025-09-25 14:56:36,deposit,approved,pix,crm,ProviderB,376.85,BRL,35,
1406,7142,2025-09-21 15:16:17,withdraw,approved,pix,app,ProviderC,2326.41,BRL,387,
1407,9191,2026-01-12 19:09:57,withdraw,approved,pix,crm,ProviderC,239.01,BRL,66,
1408,6751,2025-12-03 02:26:53,withdraw,pending,bank_transfer,app,ProviderA,2582.41,BRL,658,
1409,9908,2025-12-23 05:41:35,deposit,approved,pix,email,ProviderC,1050.56,BRL,8,
1410,6289,2025-11-24 02:20:10,deposit,approved,crypto,crm,ProviderB,315.32,BRL,25,
1411,9295,2025-10-08 00:32:07,deposit,approved,pix,crm,ProviderB,57.47,BRL,15,
1412,5148,2025-12-03 23:03:35,withdraw,approved,pix,crm,ProviderB,2832.04,BRL,675,
1413,7991,2025-11-15 13:18:46,withdraw,approved,pix,email,ProviderA,3138.78,BRL,160,
1414,7172,2025-11-06 22:38:30,deposit,approved,card,chat,ProviderB,45.3,BRL,7,
1415,2663,2025-12-14 22:18:52,deposit,approved,bank_transfer,crm,ProviderC,1153.39,BRL,5,
1416,9904,2025-11-29 18:51:04,deposit,approved,pix,email,ProviderB,1122.83,BRL,14,
1417,8776,2025-12-10 13:52:15,deposit,approved,pix,email,ProviderA,131.64,BRL,33,
1418,9944,2025-10-06 08:34:02,deposit,approved,pix,app,ProviderA,732.27,BRL,8,
1419,5920,2025-10-12 01:55:05,deposit,approved,pix,chat,ProviderA,716.5,BRL,22,
1420,5969,2025-09-21 22:42:49,deposit,approved,pix,crm,ProviderA,178.09,BRL,6,
1421,2622,2025-10-26 05:16:15,withdraw,approved,pix,chat,ProviderC,2180.92,BRL,509,
1422,8826,2025-10-14 05:40:29,deposit,approved,pix,crm,ProviderC,1270.73,BRL,40,
1423,5300,2025-12-08 21:06:31,deposit,approved,pix,chat,ProviderA,1225.76,BRL,24,
1424,7402,2025-09-24 22:56:53,withdraw,approved,card,email,ProviderA,629.77,BRL,876,
1425,4954,2025-12-27 12:40:52,deposit,approved,pix,chat,ProviderA,1354.84,BRL,9,
1426,1654,2025-12-09 14:51:16,deposit,approved,pix,chat,ProviderB,131.03,BRL,12,
1427,9379,2026-01-01 12:39:19,deposit,approved,bank_transfer,app,ProviderC,784.82,BRL,24,
1428,5122,2025-10-07 06:03:08,deposit,approved,bank_transfer,crm,ProviderB,925.55,BRL,34,
1429,6019,2025-11-21 12:44:03,deposit,approved,pix,email,ProviderC,1410.83,BRL,10,
1430,5833,2026-01-13 15:47:05,deposit,approved,pix,chat,ProviderC,531.84,BRL,21,
1431,5047,2025-12-18 10:18:45,deposit,approved,pix,email,ProviderB,749.1,BRL,25,
1432,8521,2025-12-25 02:00:00,withdraw,approved,pix,email,ProviderC,1154.95,BRL,154,
1433,2090,2025-12-01 16:55:30,deposit,approved,crypto,crm,ProviderB,1163.83,BRL,34,
1434,4263,2026-01-04 12:12:24,withdraw,approved,pix,app,ProviderC,1861.48,BRL,1251,
1435,3967,2025-12-21 02:03:19,deposit,approved,pix,chat,ProviderA,548.91,BRL,24,
1436,2571,2025-11-12 10:35:29,withdraw,pending,pix,chat,ProviderA,405.11,BRL,660,
1437,5656,2026-01-07 14:24:50,withdraw,approved,pix,email,ProviderC,284.22,BRL,219,
1438,4602,2025-11-27 05:41:16,withdraw,approved,pix,email,ProviderB,3059.22,BRL,1184,
1439,8966,2025-09-22 23:17:52,deposit,approved,pix,email,ProviderB,1587.3,BRL,8,
1440,5578,2026-01-15 22:59:39,deposit,approved,pix,chat,ProviderB,233.22,BRL,8,
1441,2644,2026-01-14 00:53:58,deposit,approved,pix,chat,ProviderB,1249.86,BRL,12,
1442,9868,2025-12-03 05:48:16,deposit,approved,card,crm,ProviderC,1252.35,BRL,7,
1443,8244,2025-12-30 07:44:05,deposit,approved,pix,app,ProviderC,431.36,BRL,11,
